Date,Equipment,Plane Score,Connection Score,Rotation Score,Bat Speed (mph),Rotational Acceleration (g),On Plane Efficiency (%),Attack Angle (deg),Early Connection (deg),Connection at Impact (deg),Vertical Bat Angle (deg),Power (kW),Time to Contact (sec),Peak Hand Speed (mph),Blast Factor
"December 19, 2018 / 11:08am",Zinger Bat Company - X10,,,,61.9,,,7,,,-29,3.16,0.13,20,84
"December 19, 2018 / 11:08am",Zinger Bat Company - X10,,,,62.9,,,17,,,-29,2.77,0.16,19.5,71
"December 19, 2018 / 11:07am",Zinger Bat Company - X10,,,,60,,,12,,,-33,2.8,0.14,18.4,75
"December 19, 2018 / 11:06am",Zinger Bat Company - X10,,,,66.2,,,7,,,-20,3.27,0.15,19.9,81
"December 19, 2018 / 11:06am",Zinger Bat Company - X10,,,,57.6,,,9,,,-23,2.45,0.15,20.2,78
"December 19, 2018 / 11:06am",Zinger Bat Company - X10,,,,63.7,,,4,,,-32,2.77,0.16,18.9,61
"December 19, 2018 / 11:06am",Zinger Bat Company - X10,,,,58.9,,,8,,,-23,2.15,0.18,17.4,52
"December 19, 2018 / 11:05am",Zinger Bat Company - X10,,,,58.8,,,8,,,-23,2.17,0.18,18.1,53
"December 19, 2018 / 11:05am",Zinger Bat Company - X10,,,,60.2,,,16,,,-23,2.5,0.16,20.5,77
"December 19, 2018 / 11:05am",Zinger Bat Company - X10,,,,66.8,,,4,,,-27,3.43,0.14,20.2,82
"December 19, 2018 / 11:05am",Zinger Bat Company - X10,,,,62.3,,,1,,,-31,2.49,0.17,18.5,55
"December 19, 2018 / 11:04am",Zinger Bat Company - X10,,,,63.7,,,10,,,-24,2.87,0.16,19.7,81
"December 19, 2018 / 11:04am",Zinger Bat Company - X10,,,,63.7,,,10,,,-19,2.77,0.16,19.9,82
"December 19, 2018 / 11:04am",Zinger Bat Company - X10,,,,65.7,,,6,,,-36,3.14,0.15,20.7,74
"December 19, 2018 / 11:02am",Zinger Bat Company - X10,,,,60.8,,,6,,,-36,2.87,0.14,19.7,68
"December 19, 2018 / 11:02am",Zinger Bat Company - X10,,,,53.4,,,3,,,-29,2.25,0.14,17.4,64
"December 19, 2018 / 11:02am",Zinger Bat Company - X10,,,,66.3,,,11,,,-38,3.32,0.15,19.3,74
"December 19, 2018 / 11:01am",Zinger Bat Company - X10,,,,58.1,,,7,,,-39,2.66,0.14,19.5,76
"December 19, 2018 / 11:01am",Zinger Bat Company - X10,,,,59.9,,,14,,,-41,2.6,0.15,19.1,67
"December 19, 2018 / 11:01am",Zinger Bat Company - X10,,,,62.4,,,10,,,-28,2.99,0.14,18.2,79
"December 19, 2018 / 11:01am",Zinger Bat Company - X10,,,,65.9,,,-3,,,-39,3.58,0.13,20.6,72
"December 19, 2018 / 11:00am",Zinger Bat Company - X10,,,,64.5,,,1,,,-39,3.43,0.13,20.4,75
"December 19, 2018 / 11:00am",Zinger Bat Company - X10,,,,62.4,,,4,,,-24,3.12,0.14,18.8,81
"December 19, 2018 / 11:00am",Zinger Bat Company - X10,,,,61.3,,,11,,,-23,2.76,0.15,19.2,77
"December 19, 2018 / 10:57am",Zinger Bat Company - X10,,,,61.9,,,6,,,-24,2.46,0.17,19.4,62
"December 19, 2018 / 10:57am",Zinger Bat Company - X10,,,,62.9,,,10,,,-20,2.84,0.15,20.2,80
"December 19, 2018 / 10:56am",Zinger Bat Company - X10,,,,63.3,,,12,,,-18,2.77,0.16,19.9,82
"December 19, 2018 / 10:56am",Zinger Bat Company - X10,,,,53.2,,,11,,,-24,1.96,0.16,20.5,65
"December 19, 2018 / 10:56am",Zinger Bat Company - X10,,,,61.6,,,11,,,-19,2.69,0.16,19.9,83
"December 19, 2018 / 10:55am",Zinger Bat Company - X10,,,,63.4,,,6,,,-30,2.74,0.16,19.2,71
"December 19, 2018 / 10:55am",Zinger Bat Company - X10,,,,63.3,,,14,,,-28,2.8,0.16,20.8,76
"December 19, 2018 / 10:55am",Zinger Bat Company - X10,,,,60.9,,,11,,,-33,2.59,0.16,21.2,78
"December 19, 2018 / 10:55am",Zinger Bat Company - X10,,,,66.9,,,15,,,-31,3.25,0.15,21.7,78
"December 19, 2018 / 10:54am",Zinger Bat Company - X10,,,,62,,,19,,,-21,2.62,0.16,20.7,71
"December 19, 2018 / 10:54am",Zinger Bat Company - X10,,,,65.9,,,4,,,-40,3.11,0.15,21.9,76
"December 19, 2018 / 10:52am",Zinger Bat Company - X10,,,,64.5,,,3,,,-42,3.37,0.14,21.7,73
"December 19, 2018 / 10:52am",Zinger Bat Company - X10,,,,59.3,,,8,,,-23,2.7,0.14,19.3,76
"December 19, 2018 / 10:52am",Zinger Bat Company - X10,,,,64.8,,,-2,,,-47,3.47,0.13,21.5,79
"December 19, 2018 / 10:52am",Zinger Bat Company - X10,,,,63.9,,,9,,,-36,3.14,0.14,20.4,74
"December 19, 2018 / 10:52am",Zinger Bat Company - X10,,,,59.6,,,4,,,-33,2.8,0.14,19,81
"December 19, 2018 / 10:51am",Zinger Bat Company - X10,,,,66.9,,,4,,,-37,3.49,0.14,22.4,79
"December 19, 2018 / 10:51am",Zinger Bat Company - X10,,,,65,,,4,,,-44,3.43,0.14,21.7,79
"December 19, 2018 / 10:51am",Zinger Bat Company - X10,,,,66.4,,,6,,,-44,3.33,0.15,22.1,82
"December 19, 2018 / 10:51am",Zinger Bat Company - X10,,,,62.9,,,4,,,-38,2.84,0.15,20.3,72
"December 19, 2018 / 10:48am",Zinger Bat Company - X10,,,,61.6,,,9,,,-34,2.8,0.15,20.5,73
"December 19, 2018 / 10:48am",Zinger Bat Company - X10,,,,64.4,,,1,,,-45,3.32,0.14,21.7,75
"December 19, 2018 / 10:47am",Zinger Bat Company - X10,,,,60.3,,,3,,,-39,3,0.13,20.9,73
"December 19, 2018 / 10:47am",Zinger Bat Company - X10,,,,62.1,,,-3,,,-42,3.18,0.13,20.3,75
"December 19, 2018 / 10:47am",Zinger Bat Company - X10,,,,65.5,,,11,,,-35,3.04,0.16,19.6,68
"December 19, 2018 / 10:47am",Zinger Bat Company - X10,,,,59.1,,,1,,,-40,2.64,0.15,20.6,74
"December 19, 2018 / 10:47am",Zinger Bat Company - X10,,,,63,,,4,,,-36,3.13,0.14,20.5,81
"December 19, 2018 / 10:47am",Zinger Bat Company - X10,,,,59.7,,,1,,,-28,2.73,0.14,18.9,75
"December 19, 2018 / 10:47am",Zinger Bat Company - X10,,,,59.2,,,4,,,-30,2.45,0.16,18.5,58
"December 17, 2018 / 9:05am",Zinger Bat Company - X318,,,,56.7,,,5,,,-31,3.06,0.13,19,81
"December 17, 2018 / 9:04am",Zinger Bat Company - X318,,,,63.4,,,18,,,-20,3.88,0.13,18.5,79
"December 17, 2018 / 9:04am",Zinger Bat Company - X318,,,,62.9,,,-18,,,-1,3.71,0.14,17.4,74
"December 17, 2018 / 9:04am",Zinger Bat Company - X318,,,,64.8,,,10,,,-33,4,0.13,17.9,81
"December 17, 2018 / 9:04am",Zinger Bat Company - X318,,,,58.2,,,6,,,-25,3.22,0.13,18,80
"December 17, 2018 / 9:04am",Zinger Bat Company - X318,,,,58,,,-1,,,-28,3.35,0.13,18.4,74
"December 17, 2018 / 9:04am",Zinger Bat Company - X318,,,,50.9,,,-9,,,-19,2.67,0.12,17.2,68
"December 17, 2018 / 9:03am",Zinger Bat Company - X318,,,,64.4,,,19,,,-25,4,0.13,19.5,76
"December 17, 2018 / 9:03am",Zinger Bat Company - X318,,,,61.7,,,5,,,-31,3.91,0.12,19.7,88
"December 17, 2018 / 9:03am",Zinger Bat Company - X318,,,,61,,,14,,,-29,3.44,0.14,19.6,75
"December 17, 2018 / 9:03am",Zinger Bat Company - X318,,,,59,,,12,,,-41,3.27,0.14,20.7,82
"December 17, 2018 / 9:02am",Zinger Bat Company - X318,,,,53,,,10,,,-45,2.42,0.15,16.7,76
"December 17, 2018 / 9:02am",Zinger Bat Company - X318,,,,57.5,,,10,,,-41,2.81,0.15,17.5,78
"December 17, 2018 / 9:02am",Zinger Bat Company - X318,,,,55.4,,,12,,,-32,2.71,0.14,18.7,80
"December 17, 2018 / 9:02am",Zinger Bat Company - X318,,,,57.6,,,8,,,-36,3.11,0.14,19,85
"December 17, 2018 / 9:02am",Zinger Bat Company - X318,,,,56,,,8,,,-37,2.86,0.14,18.5,80
"December 17, 2018 / 9:02am",Zinger Bat Company - X318,,,,54.1,,,9,,,-46,2.63,0.14,17.4,82
"December 17, 2018 / 9:02am",Zinger Bat Company - X318,,,,61.7,,,16,,,-37,3.19,0.15,19.6,72
"December 17, 2018 / 9:02am",Zinger Bat Company - X318,,,,60.3,,,16,,,-38,3.36,0.14,19.2,71
"December 17, 2018 / 9:02am",Zinger Bat Company - X318,,,,57,,,0,,,-35,2.96,0.14,17.7,68
"December 17, 2018 / 9:01am",Zinger Bat Company - X318,,,,45.8,,,7,,,-37,1.57,0.17,15.5,50
"December 17, 2018 / 9:01am",Zinger Bat Company - X318,,,,53.1,,,-7,,,-36,2.68,0.13,16.6,71
"December 17, 2018 / 9:01am",Zinger Bat Company - X318,,,,63.7,,,7,,,-36,3.54,0.15,18.6,77
"December 17, 2018 / 9:01am",Zinger Bat Company - X318,,,,65.4,,,19,,,-23,3.74,0.15,20.2,77
"December 17, 2018 / 9:01am",Zinger Bat Company - X318,,,,58.2,,,4,,,-41,3.08,0.14,19.5,78
"December 17, 2018 / 9:01am",Zinger Bat Company - X318,,,,58.3,,,10,,,-38,3.14,0.14,20,78
"December 17, 2018 / 9:01am",Zinger Bat Company - X318,,,,60.8,,,16,,,-21,3.27,0.14,19.2,77
"December 17, 2018 / 9:01am",Zinger Bat Company - X318,,,,61.8,,,12,,,-34,3.38,0.14,19.1,76
"December 17, 2018 / 8:42am",Zinger Bat Company - X318,,,,58.2,,,7,,,-38,3,0.14,20.9,80
"December 17, 2018 / 8:42am",Zinger Bat Company - X318,,,,59.7,,,8,,,-40,3.11,0.15,18.8,68
"December 17, 2018 / 8:42am",Zinger Bat Company - X318,,,,60.1,,,12,,,-31,3.24,0.14,18.3,76
"December 17, 2018 / 8:42am",Zinger Bat Company - X318,,,,58.3,,,7,,,-38,2.89,0.15,17.4,68
"December 17, 2018 / 8:41am",Zinger Bat Company - X318,,,,51,,,-5,,,-52,2.15,0.15,16.8,67
"December 17, 2018 / 8:40am",Zinger Bat Company - X318,,,,61.1,,,14,,,-42,3.09,0.15,20.8,78
"December 17, 2018 / 8:40am",Zinger Bat Company - X318,,,,59.4,,,10,,,-44,2.88,0.16,20.2,75
"December 17, 2018 / 8:40am",Zinger Bat Company - X318,,,,58.7,,,14,,,-38,2.85,0.15,19.2,79
"December 17, 2018 / 8:40am",Zinger Bat Company - X318,,,,55.8,,,8,,,-39,2.65,0.15,18,79
"December 17, 2018 / 8:40am",Zinger Bat Company - X318,,,,55.1,,,10,,,-39,2.65,0.15,19,80
"December 17, 2018 / 8:40am",Zinger Bat Company - X318,,,,57.9,,,0,,,-33,3.05,0.14,17.9,70
"December 17, 2018 / 8:40am",Zinger Bat Company - X318,,,,63,,,15,,,-26,3.56,0.14,19.1,76
"December 17, 2018 / 8:40am",Zinger Bat Company - X318,,,,61,,,5,,,-33,3.39,0.14,19.6,81
"December 17, 2018 / 8:40am",Zinger Bat Company - X318,,,,61.4,,,12,,,-35,3.21,0.15,20.2,76
"December 17, 2018 / 8:40am",Zinger Bat Company - X318,,,,59.2,,,3,,,-35,3.29,0.14,20.2,81
"December 17, 2018 / 8:39am",Zinger Bat Company - X318,,,,56.1,,,2,,,-37,2.63,0.15,16.8,65
"December 17, 2018 / 8:39am",Zinger Bat Company - X318,,,,64.1,,,10,,,-29,3.45,0.15,19.2,75
"December 17, 2018 / 8:39am",Zinger Bat Company - X318,,,,44.5,,,28,,,9,1.26,0.2,19.9,23
"December 17, 2018 / 8:35am",Zinger Bat Company - X318,,,,61.2,,,-3,,,-45,3.36,0.14,21.5,84
"December 17, 2018 / 8:35am",Zinger Bat Company - X318,,,,60.5,,,5,,,-45,3.07,0.15,20.3,86
"December 17, 2018 / 8:35am",Zinger Bat Company - X318,,,,63.1,,,5,,,-38,3.43,0.15,20.9,87
"December 17, 2018 / 8:35am",Zinger Bat Company - X318,,,,60.3,,,4,,,-44,3.09,0.15,20,85
"November 30, 2018 / 3:39pm",Axe Avenge 2017,,,,62.5,,,10,,,-15,4.08,0.12,18.7,79
"November 30, 2018 / 3:39pm",Axe Avenge 2017,,,,77,,,6,,,-22,6.19,0.12,22.5,70
"November 30, 2018 / 3:39pm",Axe Avenge 2017,,,,66.7,,,7,,,-25,4.37,0.13,18.8,73
"November 30, 2018 / 3:38pm",Axe Avenge 2017,,,,63.4,,,9,,,-26,3.82,0.13,17.5,74
"November 30, 2018 / 3:38pm",Axe Avenge 2017,,,,58.4,,,-2,,,-22,3.39,0.13,19.7,61
"November 30, 2018 / 3:38pm",Axe Avenge 2017,,,,57.7,,,14,,,-16,3.65,0.12,19.3,80
"November 30, 2018 / 3:38pm",Axe Avenge 2017,,,,59,,,21,,,-12,3.58,0.12,18.3,73
"November 30, 2018 / 3:38pm",Axe Avenge 2017,,,,75.7,,,20,,,-21,5.45,0.13,21.5,64
"November 30, 2018 / 3:38pm",Axe Avenge 2017,,,,64.1,,,8,,,-23,3.97,0.13,19.3,71
"November 30, 2018 / 3:37pm",Axe Avenge 2017,,,,67,,,7,,,-20,4.48,0.13,20,73
"November 30, 2018 / 3:37pm",Axe Avenge 2017,,,,61.2,,,18,,,-9,3.62,0.13,16.1,74
"November 30, 2018 / 3:36pm",Axe Avenge 2017,,,,64.1,,,26,,,-11,3.91,0.13,18.6,60
"November 30, 2018 / 3:36pm",Zinger Bat Company - X318,,,,64.1,,,26,,,-11,3.91,0.13,18.6,60
"November 30, 2018 / 3:36pm",Axe Avenge 2017,,,,66,,,3,,,-19,4.79,0.12,16.5,71
"November 30, 2018 / 3:36pm",Axe Avenge 2017,,,,59.6,,,1,,,-18,3.91,0.12,18.3,63
"November 30, 2018 / 3:35pm",Axe Avenge 2017,,,,75.4,,,19,,,-19,5.41,0.13,20.9,64
"November 30, 2018 / 3:35pm",Axe Avenge 2017,,,,68.1,,,17,,,-16,4.55,0.13,18.6,68
"November 30, 2018 / 3:34pm",Axe Avenge 2017,,,,64.4,,,12,,,-23,4.19,0.13,19.6,70
"November 30, 2018 / 3:34pm",Axe Avenge 2017,,,,58.1,,,13,,,-21,3.52,0.12,17.8,75
"November 30, 2018 / 3:34pm",Axe Avenge 2017,,,,64.1,,,5,,,-26,4.15,0.13,19.3,65
"November 30, 2018 / 3:34pm",Axe Avenge 2017,,,,61.4,,,12,,,-23,3.82,0.13,19.3,66
"November 30, 2018 / 3:33pm",Axe Avenge 2017,,,,59.2,,,10,,,-21,3.61,0.12,16.9,80
"November 30, 2018 / 3:33pm",Axe Avenge 2017,,,,63.5,,,11,,,-25,3.84,0.13,18.2,67
"November 30, 2018 / 3:33pm",Axe Avenge 2017,,,,63.8,,,6,,,-21,4.33,0.12,17.1,80
"November 30, 2018 / 3:33pm",Axe Avenge 2017,,,,53.8,,,10,,,-12,2.25,0.16,14.5,50
"November 30, 2018 / 3:20pm",Axe Avenge 2017,,,,69.1,,,7,,,-30,4.69,0.13,17.6,82
"November 30, 2018 / 3:20pm",Axe Avenge 2017,,,,68.1,,,2,,,-32,4.48,0.13,19.1,69
"November 30, 2018 / 3:20pm",Axe Avenge 2017,,,,66,,,4,,,-23,4.21,0.13,18.3,70
"November 30, 2018 / 3:15pm",Axe Avenge 2017,,,,59.8,,,8,,,-28,3.25,0.14,18.3,56
"November 30, 2018 / 3:15pm",Axe Avenge 2017,,,,60.7,,,6,,,-25,3.67,0.13,19.9,61
"November 30, 2018 / 3:15pm",Axe Avenge 2017,,,,61.5,,,11,,,-17,3.6,0.13,16.2,69
"November 26, 2018 / 6:15pm",Louisville Slugger 2019 Prime,,,,67.4,,,7,,,-33,4.14,0.14,20.9,80
"November 26, 2018 / 6:15pm",Louisville Slugger 2019 Prime,,,,66.1,,,2,,,-38,4.16,0.13,21.2,80
"November 26, 2018 / 6:15pm",Louisville Slugger 2019 Prime,,,,68.9,,,11,,,-40,4.38,0.14,21.7,81
"November 26, 2018 / 6:14pm",Louisville Slugger 2019 Prime,,,,64.4,,,-2,,,-42,4.07,0.13,22.4,79
"November 26, 2018 / 6:14pm",Louisville Slugger 2019 Prime,,,,64.7,,,-1,,,-40,4.04,0.13,21.3,80
"November 26, 2018 / 6:14pm",Louisville Slugger 2019 Prime,,,,60.9,,,6,,,-41,3.52,0.13,20.8,82
"November 26, 2018 / 6:14pm",Louisville Slugger 2019 Prime,,,,65,,,5,,,-36,3.85,0.14,20.2,77
"November 26, 2018 / 6:14pm",Louisville Slugger 2019 Prime,,,,64.5,,,17,,,-39,3.54,0.15,21.3,73
"November 26, 2018 / 6:14pm",Louisville Slugger 2019 Prime,,,,64.9,,,10,,,-30,3.58,0.15,20.6,79
"November 26, 2018 / 6:14pm",Louisville Slugger 2019 Prime,,,,61.5,,,-2,,,-31,3.17,0.15,19.5,64
"November 26, 2018 / 6:14pm",Louisville Slugger 2019 Prime,,,,66.5,,,15,,,-40,3.71,0.15,21,80
"November 26, 2018 / 6:13pm",Louisville Slugger 2019 Prime,,,,61,,,14,,,-43,3.34,0.14,20.6,82
"November 26, 2018 / 6:13pm",Louisville Slugger 2019 Prime,,,,65,,,16,,,-41,3.91,0.14,23.5,88
"November 26, 2018 / 6:13pm",Louisville Slugger 2019 Prime,,,,66.8,,,15,,,-34,3.95,0.14,20.4,81
"November 26, 2018 / 6:13pm",Louisville Slugger 2019 Prime,,,,68,,,11,,,-37,4.4,0.13,22.1,84
"November 26, 2018 / 6:12pm",Louisville Slugger 2019 Prime,,,,65.4,,,6,,,-43,4.13,0.13,21.7,88
"November 26, 2018 / 6:12pm",Louisville Slugger 2019 Prime,,,,66.2,,,11,,,-37,3.99,0.14,19.9,81
"November 26, 2018 / 6:11pm",Louisville Slugger 2019 Prime,,,,67.2,,,8,,,-41,4.3,0.13,21.7,87
"November 26, 2018 / 6:11pm",Louisville Slugger 2019 Prime,,,,67.3,,,13,,,-35,3.9,0.15,21,79
"November 26, 2018 / 6:11pm",Louisville Slugger 2019 Prime,,,,66.4,,,9,,,-36,3.86,0.15,20.4,77
"November 26, 2018 / 6:11pm",Louisville Slugger 2019 Prime,,,,67.2,,,9,,,-44,4.06,0.14,21.6,87
"November 26, 2018 / 6:11pm",Louisville Slugger 2019 Prime,,,,65.8,,,9,,,-37,3.95,0.14,19.7,79
"November 26, 2018 / 6:10pm",Louisville Slugger 2019 Prime,,,,60.4,,,-2,,,-42,3.47,0.13,20.2,73
"November 26, 2018 / 6:08pm",Louisville Slugger 2019 Prime,,,,62.8,,,4,,,-37,3.59,0.14,19.3,74
"November 26, 2018 / 6:08pm",Louisville Slugger 2019 Prime,,,,60.7,,,-8,,,-45,3.61,0.13,20.7,82
"November 26, 2018 / 6:08pm",Louisville Slugger 2019 Prime,,,,62.5,,,13,,,-25,3.15,0.16,19.2,74
"November 26, 2018 / 6:08pm",Louisville Slugger 2019 Prime,,,,64.9,,,2,,,-30,3.89,0.14,19.6,74
"November 26, 2018 / 6:08pm",Louisville Slugger 2019 Prime,,,,61.1,,,-1,,,-41,3.72,0.13,20.3,84
"November 26, 2018 / 6:07pm",Louisville Slugger 2019 Prime,,,,65.1,,,1,,,-37,3.86,0.14,19.7,74
"November 26, 2018 / 6:07pm",Louisville Slugger 2019 Prime,,,,63.9,,,-1,,,-34,4,0.13,20.7,75
"November 26, 2018 / 6:06pm",Louisville Slugger 2019 Prime,,,,65.2,,,8,,,-39,3.81,0.14,20.4,79
"November 26, 2018 / 6:06pm",Louisville Slugger 2019 Prime,,,,65.4,,,13,,,-36,3.84,0.14,21.6,83
"November 26, 2018 / 6:06pm",Louisville Slugger 2019 Prime,,,,66.1,,,9,,,-41,3.87,0.14,21.5,86
"November 26, 2018 / 6:06pm",Louisville Slugger 2019 Prime,,,,64,,,8,,,-36,4.01,0.13,20.4,87
"November 26, 2018 / 6:06pm",Louisville Slugger 2019 Prime,,,,67.8,,,3,,,-38,4.07,0.14,20.5,79
"November 26, 2018 / 6:05pm",Louisville Slugger 2019 Prime,,,,64,,,12,,,-38,3.96,0.13,21.5,96
"November 26, 2018 / 6:05pm",Louisville Slugger 2019 Prime,,,,64,,,-1,,,-36,4.27,0.12,22.3,83
"November 26, 2018 / 6:05pm",Louisville Slugger 2019 Prime,,,,63.4,,,11,,,-36,3.42,0.15,20.7,73
"November 26, 2018 / 6:05pm",Louisville Slugger 2019 Prime,,,,66.4,,,8,,,-33,4.13,0.14,20.5,82
"November 26, 2018 / 6:05pm",Louisville Slugger 2019 Prime,,,,65.1,,,10,,,-40,3.81,0.14,21.1,86
"November 26, 2018 / 6:05pm",Louisville Slugger 2019 Prime,,,,62.2,,,-2,,,-37,3.68,0.13,19.6,78
"November 26, 2018 / 6:05pm",Louisville Slugger 2019 Prime,,,,65.7,,,6,,,-35,3.88,0.14,19.7,78
"November 26, 2018 / 6:03pm",Louisville Slugger 2019 Prime,,,,65.1,,,15,,,-36,3.97,0.14,19.8,82
"November 26, 2018 / 6:03pm",Louisville Slugger 2019 Prime,,,,64.2,,,16,,,-34,3.55,0.15,20.3,83
"November 26, 2018 / 6:03pm",Louisville Slugger 2019 Prime,,,,62.3,,,0,,,-40,3.81,0.13,19.5,80
"November 26, 2018 / 6:02pm",Louisville Slugger 2019 Prime,,,,58.3,,,6,,,-42,3.34,0.13,20.4,84
"November 26, 2018 / 6:02pm",Louisville Slugger 2019 Prime,,,,63.2,,,14,,,-35,3.39,0.15,21.1,78
"November 26, 2018 / 6:02pm",Louisville Slugger 2019 Prime,,,,62.7,,,5,,,-41,3.43,0.15,19.3,77
"November 26, 2018 / 6:02pm",Louisville Slugger 2019 Prime,,,,62.6,,,4,,,-38,3.79,0.13,19.8,83
"November 26, 2018 / 6:02pm",Louisville Slugger 2019 Prime,,,,65.3,,,9,,,-35,3.72,0.15,20.6,77
"November 26, 2018 / 6:02pm",Louisville Slugger 2019 Prime,,,,64.4,,,9,,,-33,3.83,0.14,19.4,84
"November 26, 2018 / 6:01pm",Louisville Slugger 2019 Prime,,,,62.7,,,13,,,-33,3.25,0.15,19.9,79
"November 26, 2018 / 6:01pm",Louisville Slugger 2019 Prime,,,,62.6,,,8,,,-36,3.42,0.15,18.9,76
"November 26, 2018 / 6:01pm",Louisville Slugger 2019 Prime,,,,61.7,,,11,,,-38,3.37,0.14,19,74
"November 26, 2018 / 5:45pm",Louisville Slugger 2019 Prime,,,,64,,,8,,,-34,3.43,0.15,18.9,82
"November 26, 2018 / 5:45pm",Louisville Slugger 2019 Prime,,,,67.6,,,4,,,-32,4.11,0.14,19.8,86
"November 26, 2018 / 5:44pm",Louisville Slugger 2019 Prime,,,,67,,,6,,,-35,3.92,0.15,20.1,89
"November 26, 2018 / 5:44pm",Louisville Slugger 2019 Prime,,,,65,,,12,,,-39,3.79,0.14,21,88
"November 26, 2018 / 5:44pm",Louisville Slugger 2019 Prime,,,,63.2,,,11,,,-39,3.35,0.15,17.4,79
"November 26, 2018 / 5:44pm",Louisville Slugger 2019 Prime,,,,59.4,,,10,,,-28,3.12,0.14,17.9,88
"November 26, 2018 / 5:43pm",Louisville Slugger 2019 Prime,,,,57.9,,,10,,,-31,3.14,0.14,19.6,82
"November 26, 2018 / 5:43pm",Louisville Slugger 2019 Prime,,,,65.4,,,11,,,-43,3.68,0.15,21,87
"November 26, 2018 / 5:38pm",Louisville Slugger 2019 Prime,,,,55.1,,,8,,,-29,2.84,0.14,18.8,83
"November 26, 2018 / 5:38pm",Louisville Slugger 2019 Prime,,,,64,,,15,,,-22,3.48,0.15,18.7,84
"November 26, 2018 / 5:38pm",Louisville Slugger 2019 Prime,,,,65.4,,,15,,,-37,3.95,0.14,21,90
"November 26, 2018 / 5:37pm",Louisville Slugger 2019 Prime,,,,63.4,,,12,,,-38,3.61,0.14,19.8,85
"November 19, 2018 / 4:02pm",Dylan Axe Avenge 2017,,,,60.1,,,-3,,,-15,3.97,0.12,16.7,73
"November 19, 2018 / 4:01pm",Dylan Axe Avenge 2017,,,,65.4,,,10,,,-13,4.4,0.12,16.8,76
"November 19, 2018 / 4:01pm",Dylan Axe Avenge 2017,,,,66.7,,,9,,,-14,4.43,0.13,16.4,72
"November 19, 2018 / 4:01pm",Dylan Axe Avenge 2017,,,,81.1,,,17,,,39,4.5,0.19,20.6,67
"November 19, 2018 / 4:01pm",Dylan Axe Avenge 2017,,,,67.9,,,8,,,-18,4.59,0.13,16.2,75
"November 19, 2018 / 4:01pm",Dylan Axe Avenge 2017,,,,68.4,,,8,,,-21,4.59,0.13,16.8,70
"November 19, 2018 / 4:01pm",Dylan Axe Avenge 2017,,,,59,,,-6,,,-15,3.41,0.13,14.1,57
"November 19, 2018 / 4:00pm",Dylan Axe Avenge 2017,,,,63.8,,,5,,,-14,3.88,0.13,14.4,70
"November 19, 2018 / 4:00pm",Dylan Axe Avenge 2017,,,,65.6,,,3,,,-18,5.38,0.1,18.1,82
"November 19, 2018 / 4:00pm",Dylan Axe Avenge 2017,,,,73.2,,,18,,,-11,5.69,0.12,16.9,76
"November 19, 2018 / 4:00pm",Dylan Axe Avenge 2017,,,,69.3,,,11,,,-13,4.86,0.13,18.1,74
"November 19, 2018 / 4:00pm",Dylan Axe Avenge 2017,,,,63.7,,,4,,,-16,4.11,0.13,16.4,73
"November 19, 2018 / 3:59pm",Dylan Axe Avenge 2017,,,,64.7,,,3,,,-18,4.61,0.12,17.2,76
"November 19, 2018 / 3:59pm",Dylan Axe Avenge 2017,,,,67.2,,,3,,,-18,5.24,0.11,18.3,77
"November 19, 2018 / 3:59pm",Dylan Axe Avenge 2017,,,,70.8,,,12,,,-17,5.07,0.13,18.4,72
"November 19, 2018 / 3:59pm",Dylan Axe Avenge 2017,,,,66,,,3,,,-16,4.34,0.13,17.3,69
"November 19, 2018 / 3:59pm",Dylan Axe Avenge 2017,,,,66.4,,,9,,,-15,4.93,0.11,17.4,79
"November 19, 2018 / 3:59pm",Dylan Axe Avenge 2017,,,,66.1,,,11,,,-18,4.28,0.13,17.9,77
"November 19, 2018 / 3:59pm",Dylan Axe Avenge 2017,,,,74.4,,,17,,,-16,5.51,0.13,17.7,67
"November 19, 2018 / 3:58pm",Dylan Axe Avenge 2017,,,,61.6,,,-4,,,-20,4.1,0.12,16.2,72
"November 19, 2018 / 3:56pm",Dylan Axe Avenge 2017,,,,59.7,,,3,,,-13,3.07,0.15,14.5,56
"November 19, 2018 / 3:56pm",Dylan Axe Avenge 2017,,,,62.3,,,8,,,-14,3.81,0.13,16,73
"November 19, 2018 / 3:55pm",Dylan Axe Avenge 2017,,,,78.5,,,21,,,-13,6.34,0.12,17.5,64
"November 19, 2018 / 3:55pm",Dylan Axe Avenge 2017,,,,62.2,,,1,,,-20,4.04,0.12,15.9,70
"November 19, 2018 / 3:55pm",Dylan Axe Avenge 2017,,,,66.5,,,15,,,-13,4.15,0.14,15.6,70
"November 19, 2018 / 3:55pm",Dylan Axe Avenge 2017,,,,63.4,,,5,,,-20,4.34,0.12,16.9,79
"November 19, 2018 / 3:55pm",Dylan Axe Avenge 2017,,,,65.8,,,7,,,-22,4.39,0.13,16.6,73
"November 19, 2018 / 3:54pm",Dylan Axe Avenge 2017,,,,64.5,,,3,,,-22,4.73,0.11,17.4,78
"November 19, 2018 / 3:54pm",Dylan Axe Avenge 2017,,,,58.2,,,-14,,,-15,4.07,0.11,16.6,79
"November 19, 2018 / 3:54pm",Dylan Axe Avenge 2017,,,,59,,,3,,,-18,3.36,0.13,13.9,65
